Patient ID,First Name,Last Name,Date of Birth,Gender,SSN,Phone Number,Medical Condition,Medication,Street Address,City,State,Zip Code
P741070,Tiffany,Powell,1961-09-17,Female,327-60-7884,395-511-2075,Acid Reflux,Zolpidem,81978 Contreras Ramp,Bobbymouth,HI,92755
P140920,Alicia,Hall,1987-12-29,Male,229-76-8124,806-873-7590,Acid Reflux,Ibuprofen,46570 Amanda Fall Apt. 295,North Summermouth,IL,07971
P865687,Tiffany,Spence,1993-05-08,Female,703-35-5619,452-944-0040,Flu,Fluoxetine,0411 Harris Ports Apt. 505,Chelseachester,AZ,58365
P136369,David,Mills,1955-07-25,Male,268-56-3688,957-953-5865,Asthma,Simvastatin,384 Gray Mountain,West Jameshaven,IA,15347
P253712,Sarah,Chen,1997-09-06,Male,205-13-9997,452-867-0360,Arthritis,Naproxen,4649 Ashley Lakes,Lake Richard,CO,30881
P10541,Alexis,Smith,1945-05-08,Female,879-91-6239,945-252-5069,Diabetes,Fexofenadine,773 Martin Falls,Kerriville,CT,59045
P797582,Michele,Quinn,1948-11-28,Female,361-23-6559,302-871-0976,Arthritis,Codeine,412 Arthur Tunnel Apt. 023,East Patrickfurt,OK,56009
P740656,Travis,Fox,1965-08-29,Female,012-27-9224,939-301-6235,High Cholesterol,Fexofenadine,799 Ariel Lights Apt. 068,West Nicholasfurt,CO,59811
P157972,Melissa,Bell,1971-01-21,Female,702-91-8603,226-338-6346,Diabetes,Cetirizine,7616 Chase Road,West Lisashire,MP,20355
P194111,Ronnie,Reid,1971-08-04,Male,105-35-1015,245-576-9299,Acid Reflux,Peramivir,705 Steve Street,Alexhaven,MH,56251
P567636,Jennifer,Reeves,1982-08-23,Female,193-70-2251,913-468-0109,Hypertension,Ranitidine,03436 Dawn Neck,Chenland,TX,13173
P493326,Brandon,Cooper,1970-11-18,Male,567-65-3776,657-497-6662,Diabetes,Atorvastatin,64299 Williams Ridges,East Christyhaven,PR,49343
P466270,Madison,Cordova,1989-10-17,Female,149-72-0854,285-499-6547,Allergies,Fexofenadine,61793 Mary Mount Apt. 020,Port Tiffany,GA,57202
P455346,Amy,Cardenas,1969-09-27,Female,106-32-7193,665-821-6955,Allergies,Celecoxib,5119 John Rapids Apt. 291,West Jenna,WI,56411
P662930,Benjamin,Pierce,1951-12-20,Female,787-87-2814,541-451-8660,Arthritis,Naproxen,164 Henry Courts,Chandlerview,NC,17907
P460815,Stephanie,Mccarthy,1961-12-07,Male,450-52-6125,535-586-5568,Hypertension,Celecoxib,8285 Reed Underpass,Jeremyborough,VT,16639
P435896,Jennifer,Lester,1990-09-22,Female,024-58-0063,483-957-1739,High Cholesterol,Naproxen,1589 Robinson Port Suite 221,Kathleenview,MD,55397
P151344,Evan,Wallace,1999-07-23,Male,260-78-9090,706-202-6662,Asthma,Esomeprazole,0172 Velazquez Cliffs Apt. 226,Larrytown,KS,37555
P710046,Crystal,Rojas,1984-01-20,Female,881-08-1575,694-713-6707,Hypertension,Topiramate,1386 Amy Motorway Apt. 301,Owensland,NV,73746
P171859,Brittany,Mcclure,2005-06-24,Female,169-68-0132,624-868-4843,Acid Reflux,Topiramate,771 Patricia Summit,Lewisview,UT,11405
P943436,Sheri,Marshall,1993-01-15,Female,376-87-1059,907-317-4551,Migraine,Zanamivir,5750 Santos Tunnel Apt. 756,Robertstad,GU,44853
P989325,Danielle,Jimenez,1993-06-03,Male,804-78-1584,298-797-4508,Acid Reflux,Amlodipine,60819 Marquez Drives Apt. 996,Coreyton,GA,27354
P227034,Martin,Davidson,1998-05-11,Female,820-22-8313,345-769-7156,High Cholesterol,Zanamivir,442 Foley Viaduct,New Andrew,OR,44810
P341925,Joy,Wheeler,1986-05-13,Male,316-97-0767,995-965-2283,High Cholesterol,Zolpidem,164 Lisa Ferry Apt. 052,East Donnatown,VI,66220
P688587,Brian,Campbell,1970-01-17,Male,104-66-1125,368-687-8249,Depression,Trazodone,238 Sawyer Bridge Apt. 232,Lake Tyler,NH,54732
P45862,Jasmine,Larsen,1974-10-01,Male,861-39-9410,756-393-5898,Acid Reflux,Montelukast,793 Kenneth Camp,Port Karenton,AZ,13889
P210730,Vanessa,Turner,1965-08-29,Female,012-27-9224,942-295-9494,Hypertension,Doxepin,799 Ariel Lights Apt. 068,West Nicholasfurt,CO,59811
P245599,William,Robinson,1963-12-01,Female,484-06-5170,640-846-7210,Cough,Esomeprazole,72074 Dean Stravenue,Ramosbury,IL,54332
P853925,Lacey,Hutchinson,1977-02-13,Female,475-99-7522,821-778-4432,Acid Reflux,Insulin,9621 Stafford Stream Apt. 689,New Mariafurt,KS,61436
P186152,James,Cohen,2001-11-15,Male,758-49-6247,862-293-2496,Acid Reflux,Omeprazole,6711 Patricia Station,East Spencershire,NJ,99950
P230764,Ray,Mcdaniel,1995-09-30,Male,857-70-8092,497-830-0614,Insomnia,Metformin,462 Cohen Mills,East Robert,MO,93206
P319325,Amber,Fry,1945-01-30,Female,502-02-8081,880-278-6045,Hypertension,Omeprazole,50976 Schwartz Fields Apt. 310,Jesseshire,PR,61076
P942747,Heather,Lopez,1953-11-10,Male,048-43-7356,667-310-6424,Cough,Zanamivir,848 Taylor Crescent Apt. 366,Turnershire,OR,41001
P707662,Christopher,Delacruz,1974-09-01,Female,805-36-2341,533-486-1383,Diabetes,Albuterol,5143 Lauren Field,Lake Desireeburgh,SD,62497
P474051,Briana,Davis,1965-09-20,Female,264-51-6936,580-654-7707,Allergies,Sertraline,29225 Stephanie Crescent,Kristenton,TX,82812
P290739,Nicholas,Carter,1997-01-19,Male,072-75-0335,575-263-3891,Hypertension,Lisinopril,90131 Erika Island Suite 180,Bradyhaven,KS,16680
P720959,Holly,Cochran,1995-05-16,Male,345-73-5708,852-648-3270,Arthritis,Zolpidem,14580 Ronald Ranch,New Meghan,MH,24422
P146070,Dennis,Norton,1958-08-14,Male,800-88-2580,359-913-5683,Insomnia,Dextromethorphan,0559 Shaw Squares,Jonesmouth,NJ,13890
P161966,Eric,Graham,1967-05-22,Female,594-09-4271,803-606-8053,Arthritis,Montelukast,108 Suzanne Circles Apt. 954,New Brian,AR,76725
P825359,Matthew,Phelps,1992-01-20,Female,020-33-0405,478-804-8437,Acid Reflux,Escitalopram,675 Duran Pine,Halltown,OK,02994
P537059,William,Hurley,1971-04-29,Male,223-72-6511,996-903-0887,Arthritis,Albuterol,06292 Dustin Radial Apt. 520,East Tiffany,MA,66652
P86009,Michael,Griffith,2000-02-16,Female,164-25-4537,669-545-7015,Hypertension,Escitalopram,856 Schaefer Lake,Cortezchester,KS,58879
P381001,Christine,Pierce,1969-11-03,Male,539-63-7274,851-928-2091,Cough,Metformin,20075 Tara Cliffs Apt. 841,New Kaitlynport,ID,80854
P215267,Samuel,Dominguez,1998-03-14,Female,316-96-3462,660-360-4490,Acid Reflux,Lisinopril,25637 Douglas Lake Suite 127,North George,TX,59063
P705699,Katherine,Valdez,1965-07-15,Female,628-35-3177,641-570-4191,Asthma,Montelukast,0392 William Mill,Lake Suemouth,KS,54080
P288540,Mary,Lucas,1997-09-13,Female,853-08-5620,363-828-0612,Insomnia,Rosuvastatin,123 Michael Islands,Swansonchester,DC,96624
P241098,Richard,Jensen,1965-09-11,Male,348-60-6152,479-349-6085,Flu,Montelukast,6829 James Curve Apt. 793,Lake David,NJ,60034
P390643,William,Flynn,1952-12-25,Male,168-60-5695,745-805-4326,Acid Reflux,Fexofenadine,5739 Robinson Crossing Apt. 250,Dunnberg,IA,62917
P431376,Jonathan,Young,1993-04-01,Male,250-89-5907,513-989-1333,Depression,Cetirizine,07608 Taylor Vista,Johnsonborough,NV,16677
P7952,Stephen,Yates,2001-11-15,Male,758-49-6247,434-460-8333,Diabetes,Escitalopram,6711 Patricia Station,East Spencershire,NJ,99950
P392706,John,Mooney,1990-04-05,Male,825-68-7513,540-317-0089,Cough,Amlodipine,83418 Cole Port Suite 990,Port Wendy,TN,02864
P228381,Dustin,Summers,1985-09-23,Male,762-10-1515,617-532-6789,Hypertension,Atorvastatin,8074 James Turnpike Suite 120,Robertport,MP,64062
P611290,Stephen,Johnson,1976-08-10,Male,608-20-2955,478-687-7215,Asthma,Fluoxetine,994 Joseph Station,Sarahport,CT,45336
P529519,Tonya,Lopez,1958-07-03,Female,133-36-3191,724-479-2068,Arthritis,Peramivir,095 Tracey Land Apt. 954,Williamsland,IN,79691
P285191,Mark,Craig,1990-12-25,Female,491-40-1720,760-502-1112,Flu,Simvastatin,5776 Mark Mews,South Travis,DE,53183
P11548,Kimberly,Griffith,1974-01-06,Female,865-07-0504,762-306-5895,Migraine,Escitalopram,57947 Quinn Lake Suite 744,East Robertbury,MD,24059
P683373,Lance,Richardson,1944-03-14,Female,810-73-5566,758-503-6285,Flu,Metformin,222 Guerrero Dam,Marissaland,AK,81104
P544410,Daniel,Sullivan,1984-12-10,Male,256-79-1983,561-827-9839,Diabetes,Esomeprazole,72464 Smith Ports,Johnstonburgh,CO,24857
P469912,Christian,Glass,1999-03-27,Male,522-31-0005,342-282-9305,Asthma,Sertraline,6925 Brenda Lake,Kellychester,MP,18329
P435527,Mario,Swanson,1969-10-14,Male,810-61-4900,291-549-1367,Migraine,Fexofenadine,015 Dana Terrace Apt. 631,West Manuel,VT,84360
P185148,Mark,Brown,2002-07-05,Male,517-55-9474,737-934-3480,Hypertension,Sertraline,0138 Andrew Lodge,East Brianland,IL,84971
P565193,Carlos,Roy,1962-04-07,Male,150-09-1337,427-716-0432,Hypertension,Zolpidem,5972 Lisa Island Apt. 850,Mcdanielfort,HI,25732
P300026,Jackson,Murphy,1980-10-10,Female,667-54-4763,646-574-8430,High Cholesterol,Oseltamivir,7636 Robert Brooks Apt. 897,Sheilatown,NH,66392
P57352,Christopher,Garcia,1952-12-25,Female,168-60-5695,264-762-9046,Arthritis,Propranolol,5739 Robinson Crossing Apt. 250,Dunnberg,IA,62917
P529186,Sharon,Hester,1979-03-15,Female,464-40-2060,611-692-1516,Acid Reflux,Escitalopram,199 Pineda Trail Apt. 554,Port Bradleyburgh,CT,11008
P111778,Ryan,Scott,1999-01-24,Female,742-31-9468,409-652-1751,Migraine,Ranitidine,886 Henderson Ferry Apt. 256,New Misty,WV,47189
P300766,Christopher,Oneal,1986-08-28,Female,114-69-4513,382-475-5146,High Cholesterol,Cetirizine,306 Carter Valley Suite 205,Savageton,NH,96190
P244661,Christopher,Ruiz,1970-02-19,Male,552-41-5627,900-950-3820,Hypertension,Rosuvastatin,65567 Jennifer Harbors Apt. 925,Stewartside,MP,61764
P932133,Natasha,Little,1999-03-28,Female,369-98-6735,970-648-5677,Allergies,Zanamivir,35012 Melissa Islands,Cookshire,DC,03696
P101145,Carlos,Todd,1957-08-01,Female,802-08-3697,333-791-5036,Cough,Fexofenadine,823 Hubbard Mill,Johnsontown,AL,80562
P714711,Brian,Ward,1972-09-27,Male,514-30-3365,671-946-3186,Insomnia,Topiramate,2632 Beard Forges,North Eric,ME,53713
P866927,Matthew,English,1990-06-10,Male,180-79-9791,261-476-1367,Depression,Peramivir,2983 Gordon Throughway,West Elizabethbury,ME,27672
P512269,Erin,Stone,1983-07-26,Female,706-14-3375,259-231-7791,Migraine,Fluoxetine,195 Daniels Street,Lake Erica,MP,28811
P721448,Wesley,Ruiz,1999-11-23,Female,040-82-2210,354-285-7470,Asthma,Celecoxib,41734 Sean Drive,East Susantown,AZ,41293
P647521,Tara,Sanchez,1951-12-11,Female,311-85-1868,674-477-8127,High Cholesterol,Simvastatin,44014 Charles Via Suite 949,North Kimberlybury,SD,14756
P807715,Joseph,Curtis,1967-05-22,Female,594-09-4271,755-641-5425,Asthma,Codeine,108 Suzanne Circles Apt. 954,New Brian,AR,76725
P574660,Diana,Campbell,1982-10-17,Male,002-27-3204,759-444-2461,Flu,Dextromethorphan,7765 Combs Center Apt. 250,South Martinmouth,ND,33985
P699066,Brent,Perez,2003-12-26,Male,232-23-6583,803-887-5807,Migraine,Guaifenesin,23332 Mcneil Bridge Apt. 446,South Amybury,MN,04392
P450538,Ashlee,Mcdowell,1945-01-30,Male,502-02-8081,234-431-1240,Hypertension,Atorvastatin,50976 Schwartz Fields Apt. 310,Jesseshire,PR,61076
P842144,Brianna,Christensen,2002-06-17,Female,235-69-3772,829-821-7500,Migraine,Lisinopril,25781 Smith Port Apt. 328,Lake Brittney,KS,19084
P558645,Rhonda,Clements,1972-04-09,Female,779-67-5970,913-974-6366,Arthritis,Sertraline,00069 Liu Plaza Suite 326,Spearsbury,CO,51273
P261480,Claudia,Roberts,1944-10-26,Female,535-50-3934,513-874-2533,Depression,Propranolol,870 Curtis Pines Apt. 130,Port Larryborough,KS,66627
P949003,Kaitlin,Richardson,1974-05-05,Female,044-58-5018,270-338-2292,Insomnia,Doxepin,67766 Nathaniel Lock Apt. 921,South Scott,MH,55045
P393796,Charles,Vega,1957-06-28,Female,223-77-9075,841-781-7007,Depression,Zolpidem,1951 Vargas Estate Apt. 404,New Amandaville,MA,43237
P439545,Steven,Salinas,1973-08-11,Female,027-12-4377,778-336-5957,Migraine,Escitalopram,618 Johnson Branch,East Amber,NM,82384
P481039,Jacqueline,Bell,1971-06-28,Female,018-68-9124,682-408-5963,Hypertension,Esomeprazole,964 Moss Manor Apt. 131,South Donna,OR,58300
P733644,Gary,Travis,1948-01-03,Female,339-41-8473,521-226-5715,Asthma,Loratadine,907 Ramirez Gardens Apt. 580,Nguyenchester,OH,45624
P65109,Vincent,Rivera,1957-05-30,Male,262-41-2187,253-481-2015,Cough,Propranolol,390 Miller Pine Suite 724,East Mike,NH,93475
P435821,Michael,Reed,1954-05-11,Male,563-14-9137,216-221-6670,Cough,Insulin,507 Sarah Inlet Apt. 925,Jeffreyside,PR,41676
P144933,Paul,Hernandez,1946-12-20,Male,627-17-5885,278-869-5375,Asthma,Rosuvastatin,98948 Humphrey Causeway,Martinezhaven,OR,86325
P710447,Joseph,Poole,1946-08-09,Female,783-20-8201,762-591-5473,Diabetes,Esomeprazole,51888 Jenkins Mountain Suite 162,Markside,NJ,88610
P187447,Victoria,Williams,1952-12-25,Male,168-60-5695,509-700-5791,Hypertension,Dextromethorphan,5739 Robinson Crossing Apt. 250,Dunnberg,IA,62917
P376916,Tanya,Thomas,1946-08-03,Female,626-82-8989,701-412-9105,Cough,Loratadine,773 Melissa Bridge Suite 924,Matthewmouth,GU,75777
P103304,Alicia,Shea,1958-06-29,Female,132-87-8851,443-241-6439,Depression,Fexofenadine,559 David Station,Karastad,ME,64567
P803971,Tracey,Webb,1970-12-18,Female,208-64-8571,861-405-2143,Diabetes,Fluoxetine,3249 Aaron Extensions Apt. 538,Franklinport,CA,08579
P842249,Joshua,Porter,1944-11-17,Male,363-34-6266,719-341-9068,Asthma,Gliclazide,191 Monroe Village Apt. 800,Port Ashley,MS,75578
P420322,Matthew,Khan,2001-05-09,Male,884-56-2152,295-452-5591,Allergies,Zanamivir,9992 Amy Keys Suite 975,Perezstad,MT,90230
P170488,Suzanne,Murphy,1994-04-07,Female,455-15-6242,348-782-6131,Asthma,Atorvastatin,74331 Tina Inlet Suite 773,Lake Christopher,NC,05396
P177891,James,Garcia,1992-05-17,Female,600-40-9598,852-475-9440,Depression,Celecoxib,46392 Castillo Way Suite 584,North Randyshire,VI,04585
P379160,Joshua,Kennedy,1973-07-14,Male,196-14-6721,898-716-7625,Acid Reflux,Peramivir,97784 Davis Lock,Lake Danielhaven,KS,77378
P429149,Christopher,Marquez,1995-07-15,Female,508-07-4282,990-813-7400,High Cholesterol,Propranolol,7139 Mclean Land,Bethville,NE,51109
P238695,Brandi,Williams,1970-05-12,Male,572-63-5390,887-911-5217,Flu,Cetirizine,496 Mckinney Summit Apt. 453,South Samantha,TX,72876
P899213,Billy,Lowery,1990-07-20,Male,213-49-1741,657-490-1692,Acid Reflux,Ranitidine,481 Rodriguez Club,South Nathanborough,FL,20262
P391632,Kevin,Mcdaniel,1993-01-15,Male,376-87-1059,560-231-2968,Flu,Cetirizine,5750 Santos Tunnel Apt. 756,Robertstad,GU,44853
P363853,James,Carroll,1988-03-29,Male,674-54-9774,475-606-3648,Cough,Montelukast,06876 Isaac Glen,Erikberg,MT,13889
P77959,Connor,Baxter,2004-12-30,Female,035-65-5438,228-817-3383,Diabetes,Celecoxib,62146 Colleen Green Suite 359,New Andreaborough,RI,67590
P510745,Dennis,Stevens,1958-04-07,Male,166-50-7170,565-360-0398,Flu,Guaifenesin,12585 Nelson View,Griffithborough,WA,70805
P292882,Gregory,Castro,1948-07-06,Female,687-83-3839,256-868-8964,Insomnia,Omeprazole,54931 Margaret Overpass Apt. 848,Jessicaberg,WI,29220
P196925,Stacy,Campbell,1957-05-30,Female,262-41-2187,903-692-2972,Depression,Fluoxetine,390 Miller Pine Suite 724,East Mike,NH,93475
P119313,Hayden,Foster,1983-07-26,Female,706-14-3375,269-779-4924,Arthritis,Gliclazide,195 Daniels Street,Lake Erica,MP,28811
P521468,Dylan,Raymond,1990-07-01,Male,016-44-2107,465-638-9808,Insomnia,Lisinopril,46044 Nelson Shoals Apt. 570,New Roberthaven,MD,84524
P361242,Rodney,Gibson,1973-08-11,Male,027-12-4377,222-732-8033,Flu,Propranolol,618 Johnson Branch,East Amber,NM,82384
P933108,Ann,Barber,1997-01-19,Female,072-75-0335,225-428-8898,Allergies,Codeine,90131 Erika Island Suite 180,Bradyhaven,KS,16680
P972756,Andrew,Sanchez,1968-08-03,Male,054-11-8059,398-823-4588,Hypertension,Oseltamivir,701 Kevin Course,New Jamestown,NJ,78115
P461899,Bailey,Buck,2004-07-06,Female,734-53-4782,421-337-1621,Diabetes,Insulin,450 Farrell Trail Apt. 918,Jenniferberg,MS,05598
P650895,Melinda,Wolf,2003-09-28,Male,215-02-6254,762-749-6337,Diabetes,Rosuvastatin,72265 Hernandez Streets,Cynthiatown,OR,13814
P677131,Jaime,Oneal,2001-05-09,Female,884-56-2152,245-912-1288,Cough,Cetirizine,9992 Amy Keys Suite 975,Perezstad,MT,90230
P534825,Joseph,White,1983-01-24,Male,158-05-8118,524-347-6913,Hypertension,Montelukast,059 Patrick Roads,Bradfordville,MS,50193
P508042,Jeffrey,Black,1974-10-01,Female,861-39-9410,503-954-9204,Insomnia,Ibuprofen,793 Kenneth Camp,Port Karenton,AZ,13889
P184917,Joshua,Carrillo,2000-12-14,Female,736-86-3988,833-288-7978,Allergies,Albuterol,388 Cruz Plains Apt. 237,Jamesview,GA,05499
P573049,Jose,Richards,1985-10-11,Male,724-35-4170,844-512-0975,Hypertension,Fluticasone,93409 Julie Roads Apt. 687,Lake Lindafort,MI,53480
P947905,Jennifer,Wood,2002-07-12,Female,117-11-3633,625-644-2911,Hypertension,Topiramate,8435 Wood Crescent,Hansonfort,ID,26332
P660745,Colleen,Anderson,2005-05-14,Male,670-10-8158,664-885-6294,Arthritis,Naproxen,81721 Jeremy Crescent,Barnestown,MN,85666
P528832,Zoe,Becker,1995-07-15,Female,508-07-4282,691-652-6775,Flu,Atorvastatin,7139 Mclean Land,Bethville,NE,51109
P305366,Austin,Anderson,1958-07-03,Male,133-36-3191,734-500-9686,Depression,Ranitidine,095 Tracey Land Apt. 954,Williamsland,IN,79691
P898506,John,Vasquez,1992-11-18,Male,286-68-6826,843-334-9365,Flu,Celecoxib,4631 Bennett Islands,Port Crystal,IA,39454
P608816,Daniel,Townsend,1969-02-16,Male,466-33-2783,789-620-9670,Hypertension,Rosuvastatin,69943 Clark Shoal Apt. 533,Gregoryville,CT,10850
P826580,Garrett,White,1946-08-20,Female,847-74-6389,703-214-7234,Asthma,Peramivir,540 Felicia Forges,Lisachester,OK,45620
P32887,Jacqueline,Robertson,1981-11-24,Male,632-34-9362,404-654-3350,Asthma,Omeprazole,78879 Anna Course,Kimside,HI,16779
P308117,Jane,Ramsey,1995-01-24,Female,257-56-9282,745-645-8963,Asthma,Peramivir,20955 Contreras Port Suite 072,Jacobsberg,NJ,52483
P443801,Samantha,Melendez,1948-01-13,Male,253-75-5028,504-553-2251,High Cholesterol,Metformin,6904 Harris Place Apt. 413,Robertsbury,RI,04399
P123458,Lauren,Joseph,1955-04-10,Female,101-32-6480,795-844-3791,Diabetes,Omeprazole,9476 Mary Causeway,Daviestown,LA,05306
P819659,Andrea,Hughes,1970-12-25,Female,794-79-2245,616-403-5427,Asthma,Codeine,61188 Sims Port,Lake Phillipstad,OK,40641
P226826,Jennifer,King,2005-09-23,Female,801-79-6949,829-439-3135,Migraine,Insulin,29924 Johns Valley Apt. 234,Anthonyborough,MT,28701
P541019,James,Roberts,1986-03-14,Male,804-34-9785,949-466-6675,Flu,Topiramate,6200 Nichols Well,North Michael,OR,01776
P250654,Nathan,Washington,1950-02-09,Female,616-19-0330,348-783-0668,High Cholesterol,Sumatriptan,974 Ali Course,Michellefort,MN,05962
P295202,Andrea,Bailey,1962-12-07,Female,211-25-4228,652-587-9339,Diabetes,Codeine,19059 Karen Station Apt. 295,Rollinsbury,DC,16767
P494478,Heather,Adkins,1999-03-27,Female,522-31-0005,223-353-9720,Allergies,Ranitidine,6925 Brenda Lake,Kellychester,MP,18329
P377623,Maria,Davis,1946-09-05,Female,308-85-8493,795-877-3135,Insomnia,Cetirizine,06439 Jesse Squares Suite 649,Port Chaseside,SD,25250
P368734,Matthew,Rivera,1993-04-01,Male,250-89-5907,709-514-7297,Acid Reflux,Cetirizine,07608 Taylor Vista,Johnsonborough,NV,16677
P824452,Joseph,Mccarthy,1979-05-13,Male,642-21-2417,222-878-0069,Flu,Atorvastatin,9075 Smith Trail,East Jamesport,KY,38651
P597802,Adam,Rosales,1951-04-23,Male,877-18-0570,946-429-2205,Hypertension,Guaifenesin,602 Ortiz Valleys Apt. 674,Danielland,RI,41328
P752093,Robert,Sosa,1979-07-03,Male,521-86-2213,711-619-4511,Depression,Peramivir,79077 Hernandez Knolls,Lake Tammieside,MT,76274
P736073,Matthew,Perry,1986-07-15,Female,109-53-8148,890-564-2035,Insomnia,Guaifenesin,9781 John Gardens,Mccoyside,NE,79500
P918434,Joseph,Allison,1977-02-03,Female,739-54-1882,915-677-9075,Depression,Lisinopril,042 Phillips Shores,Danielsstad,TX,22031
P19796,Natalie,Evans,1956-09-04,Female,648-94-0022,674-756-0407,Asthma,Zanamivir,44850 Knox Way,West Melissa,OR,33805
P273215,Melissa,Boyd,1946-03-25,Male,806-04-4352,798-738-9772,Arthritis,Losartan,1082 Johns Point Apt. 993,Lake Darrellstad,NY,41208
P402318,Taylor,Cunningham,1980-04-10,Female,014-59-1432,235-777-3751,Arthritis,Naproxen,94597 Shelly Mountain Apt. 587,Jenniferland,MA,18072
P150351,Julie,Marshall,1980-10-10,Male,667-54-4763,356-203-1072,Allergies,Trazodone,7636 Robert Brooks Apt. 897,Sheilatown,NH,66392
P641472,Sara,Armstrong,2004-07-06,Male,734-53-4782,848-941-8651,Flu,Sertraline,450 Farrell Trail Apt. 918,Jenniferberg,MS,05598
P547060,Samuel,Simon,1975-04-06,Male,420-94-6174,444-984-7834,Migraine,Montelukast,20910 Chris Forge Suite 343,South Andrewmouth,MO,91710
P162742,David,Anderson,2001-03-17,Male,784-56-8959,901-874-0247,Asthma,Topiramate,6968 Hernandez Overpass Apt. 578,South Jamesstad,LA,16482
P805151,Joe,Wright,1981-11-16,Male,596-74-0886,351-284-6987,Acid Reflux,Fexofenadine,35065 Bruce Street,Port Brett,ID,25114
P258284,Brianna,Farrell,1966-02-11,Male,483-14-8631,344-386-8061,High Cholesterol,Zanamivir,2941 Goodwin Hills Suite 229,Wilcoxstad,MA,75234
P303206,Ronald,Henderson,1952-01-18,Male,467-66-7951,509-788-6079,Cough,Sumatriptan,184 Mary Junction,East Paul,DC,66429
P385530,Michael,James,1967-10-22,Female,825-86-0720,931-293-9918,Asthma,Sertraline,067 Andrea Rue,Hillmouth,UT,65560
P686170,Nicole,Woods,1959-03-03,Male,774-35-4388,859-593-8021,Depression,Rosuvastatin,785 Thompson Row Apt. 053,North Jasmineborough,NH,25376
P544904,Joy,Payne,1988-11-01,Female,151-87-6900,344-411-6693,Arthritis,Gliclazide,89168 Misty Lake Suite 520,Jacobland,NJ,24078
P580246,Joseph,Price,1979-07-03,Male,521-86-2213,671-653-0815,High Cholesterol,Dextromethorphan,79077 Hernandez Knolls,Lake Tammieside,MT,76274
P461647,Dennis,Williams,2000-01-06,Female,711-91-2424,753-484-8991,Migraine,Omeprazole,9305 Mark Islands,Lake William,HI,01416
P685491,Jason,Weber,2005-06-24,Female,169-68-0132,272-345-2410,Migraine,Montelukast,771 Patricia Summit,Lewisview,UT,11405
P593224,Joshua,Chase,1965-07-15,Female,628-35-3177,630-912-8585,Arthritis,Insulin,0392 William Mill,Lake Suemouth,KS,54080
P11812,Cheyenne,Boyd,1999-03-19,Female,542-29-7019,647-950-6760,Flu,Fluoxetine,211 Vaughn Corner,North Frankburgh,AS,62495
P265059,Jessica,Guerra,1962-09-28,Male,396-48-5649,548-745-4864,Allergies,Cetirizine,9051 Allen Cape Suite 255,West Donaldhaven,RI,33722
P471542,Sandra,Dunn,2001-03-18,Female,635-96-5301,609-822-5857,Asthma,Oseltamivir,755 Christine Springs Apt. 896,Petersonborough,HI,21991
P236038,Cory,Stein,1997-07-24,Female,059-18-7650,973-254-5304,Depression,Dextromethorphan,58464 Ellis Haven Apt. 078,Adamfurt,MO,12084
P716687,Kevin,Harris,1987-05-24,Male,673-67-6867,443-797-2140,Allergies,Gliclazide,54694 Strickland Mountains Apt. 433,South Jenniferhaven,OH,74721
P541950,Andrew,Bennett,1987-05-05,Female,560-59-4085,776-329-7011,Acid Reflux,Amlodipine,2084 Sanchez Shore Suite 680,Wileyberg,GA,24643
P32794,Fernando,Daniels,2000-06-13,Female,561-29-5360,951-877-0324,Hypertension,Trazodone,069 Young Ranch,Castillofurt,PR,25482
P880181,Michael,Thomas,1965-09-11,Male,348-60-6152,821-368-8467,Diabetes,Omeprazole,6829 James Curve Apt. 793,Lake David,NJ,60034
P833729,Connor,Martinez,1973-09-21,Male,677-63-4091,502-763-3933,High Cholesterol,Zanamivir,985 Kelley Corner,Garrettchester,MO,48250
P882866,Jerry,Rosales,1973-07-14,Female,196-14-6721,597-797-2437,Flu,Topiramate,97784 Davis Lock,Lake Danielhaven,KS,77378
P947229,Timothy,Baker,1981-03-21,Female,718-84-9052,355-372-7323,Depression,Propranolol,606 Christopher Fort Suite 149,West Angelica,MO,98915
P160647,Angela,Morrison,1947-06-25,Female,756-45-8929,958-425-0077,High Cholesterol,Ranitidine,388 Parks View Apt. 267,New Andreport,PR,47292
P562024,Claire,Snow,1947-03-26,Male,225-57-6384,381-616-5126,Hypertension,Rosuvastatin,11192 Watts Forest Suite 295,Susanville,UT,70867
P431462,Melanie,Robertson,1980-09-27,Female,002-28-4132,523-823-6880,Diabetes,Sumatriptan,18945 Lucas Stream Suite 920,Marymouth,LA,71787
P151503,Kevin,Ortega,1976-01-12,Male,050-06-6887,449-468-3920,Acid Reflux,Guaifenesin,64582 Barbara Club Apt. 647,Davidsonton,MA,75202
P57486,Kimberly,Dorsey,1989-01-07,Male,550-94-3770,610-922-9898,High Cholesterol,Fexofenadine,386 Johns Square,Lindafurt,WV,44715
P792053,Rebecca,Salinas,1988-11-01,Male,151-87-6900,401-699-9340,Acid Reflux,Sumatriptan,89168 Misty Lake Suite 520,Jacobland,NJ,24078
P308635,Sheri,Hickman,1992-05-17,Female,600-40-9598,982-388-8080,Arthritis,Omeprazole,46392 Castillo Way Suite 584,North Randyshire,VI,04585
P946106,Derek,Fox,1965-12-26,Male,750-78-5742,719-416-6179,Hypertension,Losartan,02308 Davis River Suite 696,Westburgh,KS,74198
P250198,Alex,Ruiz,1948-09-08,Male,180-76-3062,790-328-2706,Allergies,Rosuvastatin,4398 Devin Meadows,Jacobshire,MO,87966
